69, 1, 0.0
121, 2, 0.0
206, 3, 0.0
325, 4, 0.0
386, 5, 0.0
502, 6, 0.0
577, 7, 0.0
841, 8, 0.0
958, 9, 0.0
1064, 10, 0.0
1222, 11, 0.0
1287, 12, 0.0
1341, 13, 0.0
1399, 14, 0.0
1600, 15, 0.0
1704, 16, 0.0
1761, 17, 0.0
1837, 18, 0.0
2113, 19, 0.0
2205, 20, 0.0
2293, 21, 0.0
2381, 22, 0.0
2487, 23, 0.0
2569, 24, 0.0
2623, 25, 0.0
2679, 26, 0.0
2740, 27, 0.0
2824, 28, 0.0
2982, 29, 0.0
3058, 30, 0.0
3142, 31, 0.0
3248, 32, 0.0
3317, 33, 0.0
3548, 34, 0.0
3614, 35, 0.0
3695, 36, 0.0
3777, 37, 0.0
3831, 38, 0.0
3908, 39, 0.0
3985, 40, 0.0
4075, 41, 0.0
4228, 42, 0.0
4318, 43, 0.0
4434, 44, 0.0
4530, 45, 0.0
4585, 46, 0.0
4673, 47, 0.0
4751, 48, 0.0
4808, 49, 0.0
4875, 50, 0.0
5045, 51, 0.0
5254, 52, 0.0
5326, 53, 0.0
5382, 54, 0.0
5472, 55, 0.0
5718, 56, 0.0
5855, 57, 0.0
5939, 58, 0.0
6035, 59, 0.0
6106, 60, 0.0
6172, 61, 0.0
6245, 62, 0.0
6308, 63, 0.0
6379, 64, 0.0
6439, 65, 0.0
6522, 66, 0.0
6606, 67, 0.0
6734, 68, 0.0
6849, 69, 0.0
6960, 70, 0.0
7062, 71, 0.0
7140, 72, 0.0
7263, 73, 0.0
7456, 74, 0.0
7541, 75, 0.0
7628, 76, 0.0
7711, 77, 0.0
7787, 78, 0.0
7898, 79, 0.0
8002, 80, 0.0
8087, 81, 0.0
8167, 82, 0.0
8268, 83, 0.0
8350, 84, 0.0
8437, 85, 0.0
8519, 86, 0.0
8605, 87, 0.0
8680, 88, 0.0
8754, 89, 0.0
8828, 90, 0.0
8916, 91, 0.0
8994, 92, 0.0
9075, 93, 0.0
9144, 94, 0.0
9221, 95, 0.0
9307, 96, 0.0
9382, 97, 0.0
